RoundNum,OppNum,Side,PD,TeamNum,Ballot_Result,TotalWins,TotalTies,TotalLosses,TotalBallots,TotalCS,TotalOCS,TotalPD,Rank,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,Student2,Role2,Ranks2,Side2,Student3,Role3,Ranks3,Side3,name,host,location,start_date,end_date,level,year,amta_rep_0,amta_rep_1,tab_note_0,tab_note_1
2,1340,Δ,17,1473,Win,5,0,3,5.0,14.0,67.0,16,18,University of Alabama A 9/16/2019,University of Alabama A 9/16/2019,False,False,False,False,,Elissa Miller-Charlott,Witness,17,∆,Pranav Gandham Georgia Tec,Witness,17,∆,Maya Waltower Mercer Universit,Attorney,19,∏,Maya Waltower Mercer Universit,Attorney,19,∆,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1340,Δ,19,1473,Win,5,0,3,5.0,14.0,67.0,16,18,University of Alabama A 9/16/2019,University of Alabama A 9/16/2019,False,False,False,False,,Elissa Miller-Charlott,Witness,17,∆,Pranav Gandham Georgia Tec,Witness,17,∆,Maya Waltower Mercer Universit,Attorney,19,∏,Maya Waltower Mercer Universit,Attorney,19,∆,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1685,Π,2,1473,Win,5,0,3,5.0,14.0,67.0,16,18,University of Alabama A 9/16/2019,University of Alabama A 9/16/2019,False,False,False,False,,Elissa Miller-Charlott,Witness,17,∆,Pranav Gandham Georgia Tec,Witness,17,∆,Maya Waltower Mercer Universit,Attorney,19,∏,Maya Waltower Mercer Universit,Attorney,19,∆,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1685,Π,1,1473,Win,5,0,3,5.0,14.0,67.0,16,18,University of Alabama A 9/16/2019,University of Alabama A 9/16/2019,False,False,False,False,,Elissa Miller-Charlott,Witness,17,∆,Pranav Gandham Georgia Tec,Witness,17,∆,Maya Waltower Mercer Universit,Attorney,19,∏,Maya Waltower Mercer Universit,Attorney,19,∆,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1507,Δ,-19,1473,Loss,5,0,3,5.0,14.0,67.0,16,18,University of Alabama A 9/16/2019,University of Alabama A 9/16/2019,False,False,False,False,,Elissa Miller-Charlott,Witness,17,∆,Pranav Gandham Georgia Tec,Witness,17,∆,Maya Waltower Mercer Universit,Attorney,19,∏,Maya Waltower Mercer Universit,Attorney,19,∆,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1507,Δ,-5,1473,Loss,5,0,3,5.0,14.0,67.0,16,18,University of Alabama A 9/16/2019,University of Alabama A 9/16/2019,False,False,False,False,,Elissa Miller-Charlott,Witness,17,∆,Pranav Gandham Georgia Tec,Witness,17,∆,Maya Waltower Mercer Universit,Attorney,19,∏,Maya Waltower Mercer Universit,Attorney,19,∆,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1281,Π,7,1474,Win,7,0,1,7.0,18.5,82.0,55,3,University of Alabama B,University of Alabama B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1281,Π,10,1474,Win,7,0,1,7.0,18.5,82.0,55,3,University of Alabama B,University of Alabama B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1282,Δ,12,1474,Win,7,0,1,7.0,18.5,82.0,55,3,University of Alabama B,University of Alabama B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1282,Δ,21,1474,Win,7,0,1,7.0,18.5,82.0,55,3,University of Alabama B,University of Alabama B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1152,Δ,4,1474,Win,7,0,1,7.0,18.5,82.0,55,3,University of Alabama B,University of Alabama B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1152,Δ,3,1474,Win,7,0,1,7.0,18.5,82.0,55,3,University of Alabama B,University of Alabama B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1509,Π,3,1474,Win,7,0,1,7.0,18.5,82.0,55,3,University of Alabama B,University of Alabama B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1509,Π,-5,1474,Loss,7,0,1,7.0,18.5,82.0,55,3,University of Alabama B,University of Alabama B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1052,Δ,21,1507,Win,3,0,5,3.0,15.5,78.0,-2,11,Florida State University A 9/24/2019,Florida State University A 9/24/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1052,Δ,-12,1507,Loss,3,0,5,3.0,15.5,78.0,-2,11,Florida State University A 9/24/2019,Florida State University A 9/24/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1054,Π,-10,1507,Loss,3,0,5,3.0,15.5,78.0,-2,11,Florida State University A 9/24/2019,Florida State University A 9/24/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1054,Π,-2,1507,Loss,3,0,5,3.0,15.5,78.0,-2,11,Florida State University A 9/24/2019,Florida State University A 9/24/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1053,Δ,-3,1507,Loss,3,0,5,3.0,15.5,78.0,-2,11,Florida State University A 9/24/2019,Florida State University A 9/24/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1053,Δ,-7,1507,Loss,3,0,5,3.0,15.5,78.0,-2,11,Florida State University A 9/24/2019,Florida State University A 9/24/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1241,Π,2,1507,Win,3,0,5,3.0,15.5,78.0,-2,11,Florida State University A 9/24/2019,Florida State University A 9/24/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1241,Π,9,1507,Win,3,0,5,3.0,15.5,78.0,-2,11,Florida State University A 9/24/2019,Florida State University A 9/24/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1241,Π,9,1508,Win,8,0,0,8.0,21.5,87.5,58,22,Florida State University B,Florida State University B,False,False,False,False,,Abbie Powell ,Witness,16,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1241,Π,10,1508,Win,8,0,0,8.0,21.5,87.5,58,22,Florida State University B,Florida State University B,False,False,False,False,,Abbie Powell ,Witness,16,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1238,Δ,1,1508,Win,8,0,0,8.0,21.5,87.5,58,22,Florida State University B,Florida State University B,False,False,False,False,,Abbie Powell ,Witness,16,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1238,Δ,1,1508,Win,8,0,0,8.0,21.5,87.5,58,22,Florida State University B,Florida State University B,False,False,False,False,,Abbie Powell ,Witness,16,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1054,Δ,6,1508,Win,8,0,0,8.0,21.5,87.5,58,22,Florida State University B,Florida State University B,False,False,False,False,,Abbie Powell ,Witness,16,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1054,Δ,7,1508,Win,8,0,0,8.0,21.5,87.5,58,22,Florida State University B,Florida State University B,False,False,False,False,,Abbie Powell ,Witness,16,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1403,Π,19,1508,Win,8,0,0,8.0,21.5,87.5,58,22,Florida State University B,Florida State University B,False,False,False,False,,Abbie Powell ,Witness,16,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1403,Π,5,1508,Win,8,0,0,8.0,21.5,87.5,58,22,Florida State University B,Florida State University B,False,False,False,False,,Abbie Powell ,Witness,16,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1340,Π,16,1509,Win,6,1,1,6.5,20.0,88.5,65,8,Florida State University C,Florida State University C,False,False,False,False,,Sarah Camino ,Witness,18,∏,Kameron Saulsbery ,Witness,16,∆,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1340,Π,-1,1509,Loss,6,1,1,6.5,20.0,88.5,65,8,Florida State University C,Florida State University C,False,False,False,False,,Sarah Camino ,Witness,18,∏,Kameron Saulsbery ,Witness,16,∆,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1292,Δ,14,1509,Win,6,1,1,6.5,20.0,88.5,65,8,Florida State University C,Florida State University C,False,False,False,False,,Sarah Camino ,Witness,18,∏,Kameron Saulsbery ,Witness,16,∆,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1292,Δ,15,1509,Win,6,1,1,6.5,20.0,88.5,65,8,Florida State University C,Florida State University C,False,False,False,False,,Sarah Camino ,Witness,18,∏,Kameron Saulsbery ,Witness,16,∆,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1242,Π,14,1509,Win,6,1,1,6.5,20.0,88.5,65,8,Florida State University C,Florida State University C,False,False,False,False,,Sarah Camino ,Witness,18,∏,Kameron Saulsbery ,Witness,16,∆,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1242,Π,0,1509,Tie,6,1,1,6.5,20.0,88.5,65,8,Florida State University C,Florida State University C,False,False,False,False,,Sarah Camino ,Witness,18,∏,Kameron Saulsbery ,Witness,16,∆,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1281,Δ,1,1509,Win,6,1,1,6.5,20.0,88.5,65,8,Florida State University C,Florida State University C,False,False,False,False,,Sarah Camino ,Witness,18,∏,Kameron Saulsbery ,Witness,16,∆,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1281,Δ,6,1509,Win,6,1,1,6.5,20.0,88.5,65,8,Florida State University C,Florida State University C,False,False,False,False,,Sarah Camino ,Witness,18,∏,Kameron Saulsbery ,Witness,16,∆,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1104,Π,9,1532,Win,7,0,1,7.0,14.0,69.0,33,14,High Point University A 9/27/2019,High Point University A 9/27/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1104,Π,6,1532,Win,7,0,1,7.0,14.0,69.0,33,14,High Point University A 9/27/2019,High Point University A 9/27/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1053,Δ,6,1532,Win,7,0,1,7.0,14.0,69.0,33,14,High Point University A 9/27/2019,High Point University A 9/27/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1053,Δ,3,1532,Win,7,0,1,7.0,14.0,69.0,33,14,High Point University A 9/27/2019,High Point University A 9/27/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1402,Π,4,1532,Win,7,0,1,7.0,14.0,69.0,33,14,High Point University A 9/27/2019,High Point University A 9/27/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1402,Π,3,1532,Win,7,0,1,7.0,14.0,69.0,33,14,High Point University A 9/27/2019,High Point University A 9/27/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1473,Δ,-3,1532,Loss,7,0,1,7.0,14.0,69.0,33,14,High Point University A 9/27/2019,High Point University A 9/27/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1473,Δ,5,1532,Win,7,0,1,7.0,14.0,69.0,33,14,High Point University A 9/27/2019,High Point University A 9/27/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1054,Δ,-8,1685,Loss,2,0,6,2.0,16.5,76.0,-44,16,"University of Massachusetts, Amherst A 10/15/2019","University of Massachusetts, Amherst A 10/15/2019",False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1054,Δ,-7,1685,Loss,2,0,6,2.0,16.5,76.0,-44,16,"University of Massachusetts, Amherst A 10/15/2019","University of Massachusetts, Amherst A 10/15/2019",False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1242,Π,-9,1685,Loss,2,0,6,2.0,16.5,76.0,-44,16,"University of Massachusetts, Amherst A 10/15/2019","University of Massachusetts, Amherst A 10/15/2019",False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1242,Π,-15,1685,Loss,2,0,6,2.0,16.5,76.0,-44,16,"University of Massachusetts, Amherst A 10/15/2019","University of Massachusetts, Amherst A 10/15/2019",False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1337,Δ,7,1685,Win,2,0,6,2.0,16.5,76.0,-44,16,"University of Massachusetts, Amherst A 10/15/2019","University of Massachusetts, Amherst A 10/15/2019",False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1337,Δ,-10,1685,Loss,2,0,6,2.0,16.5,76.0,-44,16,"University of Massachusetts, Amherst A 10/15/2019","University of Massachusetts, Amherst A 10/15/2019",False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1340,Π,-3,1685,Loss,2,0,6,2.0,16.5,76.0,-44,16,"University of Massachusetts, Amherst A 10/15/2019","University of Massachusetts, Amherst A 10/15/2019",False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1340,Π,1,1685,Win,2,0,6,2.0,16.5,76.0,-44,16,"University of Massachusetts, Amherst A 10/15/2019","University of Massachusetts, Amherst A 10/15/2019",False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1194,Δ,63,1732,Win,4,1,3,4.5,19.0,80.5,80,2,Florida State University D 11/18/2019,Florida State University D 11/18/2019,False,False,False,False,,Anne Tumlin ,Witness,17,∏,Payton Barrow University of North Alabam,Attorney,19,∏,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1194,Δ,15,1732,Win,4,1,3,4.5,19.0,80.5,80,2,Florida State University D 11/18/2019,Florida State University D 11/18/2019,False,False,False,False,,Anne Tumlin ,Witness,17,∏,Payton Barrow University of North Alabam,Attorney,19,∏,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1402,Π,6,1732,Win,4,1,3,4.5,19.0,80.5,80,2,Florida State University D 11/18/2019,Florida State University D 11/18/2019,False,False,False,False,,Anne Tumlin ,Witness,17,∏,Payton Barrow University of North Alabam,Attorney,19,∏,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
